ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,CreditScoreGroup
25638,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,226500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,5400,equi,583,exp,35-44,to_inst,75.13586957,south,direct,1,39,500-600
25639,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,726500,3.99,0.3904,2596.45,240,not_neg,not_int,not_lpsm,908000,sb,pr,home,1u,8760,cib,733,exp,45-54,to_inst,80.01101322,north,direct,1,44,700-800
25640,2019,cf,male,pre,type3,p3,l1,nopc,nob/c,306500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,3480,equi,527,exp,65-74,to_inst,75.13586957,north,direct,1,39,500-600
25641,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,436500,3.75,0.1492,12435.2,360,not_neg,not_int,not_lpsm,878000,sb,pr,home,1u,6300,crif,613,cib,55-64,to_inst,49.71526196,south,direct,0,34,600-700
25642,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,326500,2.99,0.3201,11037.5,180,not_neg,not_int,not_lpsm,518000,sb,pr,home,1u,7980,exp,649,exp,35-44,to_inst,63.03088803,south,direct,0,24,600-700
25643,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,156500,4.25,0.38,3747.8,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,8400,crif,615,exp,>74,to_inst,34.17030568,south,direct,0,37,600-700
25644,2019,cf,female,nopre,type2,p4,l1,nopc,b/c,436500,3.25,0.5462,0,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,5760,exp,646,cib,25-34,not_inst,95.30567686,central,direct,0,39,600-700
25645,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,316500,2.875,-0.1542,4706.73,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,5760,exp,607,exp,55-64,not_inst,86.00543478,north,direct,0,39,600-700
25646,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,256500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,4440,equi,539,exp,55-64,to_inst,75.13586957,north,direct,1,39,500-600
25647,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,556500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,588000,sb,pr,home,1u,11820,exp,545,exp,25-34,to_inst,94.64285714,south,direct,1,35,500-600
25648,2019,cf,female,nopre,type1,p2,l2,nopc,nob/c,86500,3.99,0.3904,2596.45,300,neg_amm,not_int,not_lpsm,118000,sb,ir,home,1u,2280,exp,848,cib,55-64,to_inst,73.30508475,north,direct,1,43,800-900
25649,2019,cf,male,nopre,type2,p1,l1,nopc,b/c,286500,3.25,0.6173,0,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,3240,cib,786,cib,25-34,not_inst,96.1409396,north,direct,0,53,700-800
25650,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,196500,3.875,0.2299,2202,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1u,3240,crif,560,cib,35-44,to_inst,79.23387097,south,direct,0,30,500-600
25651,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,376500,3.625,0.0995,5806.43,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,3900,crif,771,cib,45-54,not_inst,94.59798995,north,direct,0,45,700-800
25652,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,11760,equi,699,exp,45-54,not_inst,75.13586957,south,direct,1,39,600-700
25653,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,726500,4.25,0.692,10372.34,360,not_neg,not_int,not_lpsm,1128000,sb,pr,home,1u,6300,crif,505,exp,65-74,to_inst,64.40602837,north,direct,0,45,500-600
25654,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,336500,3.99,0.1151,5437.5,360,not_neg,not_int,not_lpsm,948000,sb,pr,home,1u,3000,exp,786,cib,>74,to_inst,35.49578059,north,direct,0,44,700-800
25655,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,456500,4.99,1.3552,0,360,neg_amm,int_only,not_lpsm,658000,sb,ir,home,1u,49920,cib,626,cib,35-44,not_inst,69.3768997,south,direct,0,40,600-700
25656,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,156500,4.99,1.1194,4596.88,360,not_neg,not_int,not_lpsm,218000,sb,ir,home,1u,12480,cib,569,cib,45-54,to_inst,71.78899083,north,direct,0,31,500-600
25657,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,296500,3.625,0.073,2036.5,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,6600,cib,787,exp,65-74,not_inst,66.18303571,north,direct,0,20,700-800
25658,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,416500,4.75,0.7581,4771.47,360,not_neg,not_int,not_lpsm,598000,sb,pr,home,1u,4980,exp,801,cib,45-54,to_inst,69.64882943,north,direct,0,41,800-900
25659,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,316500,4.5,0.768,1086.46,360,not_neg,not_int,not_lpsm,498000,sb,ir,home,1u,7620,crif,743,cib,55-64,not_inst,63.55421687,north-east,direct,0,48,700-800
25660,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,356500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,7020,equi,574,exp,55-64,not_inst,75.13586957,north,direct,1,39,500-600
25661,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,606500,4.5,0.7995,3515.53,360,not_neg,not_int,not_lpsm,888000,sb,pr,home,1u,11460,cib,641,exp,55-64,to_inst,68.29954955,south,direct,0,37,600-700
25662,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,326500,5.125,1.4909,2500,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,5460,exp,784,cib,45-54,not_inst,71.28820961,north,direct,0,31,700-800
25663,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,166500,3.99,1.0618,2222.02,360,not_neg,not_int,not_lpsm,248000,sb,pr,home,1u,3600,exp,785,cib,35-44,to_inst,67.13709677,south,direct,0,37,700-800
25664,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,276500,3.375,0.1574,358.78,180,not_neg,not_int,not_lpsm,508000,sb,pr,home,1u,8160,crif,858,exp,45-54,not_inst,54.42913386,south,direct,0,26,800-900
25665,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,116500,5.375,1.2165,2627.2,360,not_neg,not_int,not_lpsm,208000,sb,ir,home,1u,5100,exp,617,cib,55-64,to_inst,56.00961538,south,direct,0,46,600-700
25666,2019,cf,joint,pre,type1,p1,l1,nopc,nob/c,216500,3.75,0.272,6380,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,4620,cib,673,exp,25-34,to_inst,77.87769784,central,direct,0,32,600-700
25667,2019,cf,"sex not available",nopre,type2,p3,l1,nopc,b/c,316500,4.5,1.4069,0,360,not_neg,not_int,not_lpsm,368000,sb,pr,home,1u,4200,cib,682,cib,35-44,to_inst,86.00543478,north,direct,0,51,600-700
25668,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,386500,3.99,0.3904,2596.45,240,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,4440,equi,597,exp,65-74,to_inst,75.13586957,north,direct,1,39,500-600
25669,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,8220,equi,834,exp,45-54,not_inst,75.13586957,central,direct,1,39,800-900
25670,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,246500,3.99,0.9649,6095,360,not_neg,not_int,not_lpsm,258000,sb,pr,home,1u,3900,cib,630,cib,45-54,to_inst,95.54263566,south,direct,0,41,600-700
25671,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,406500,3.625,0.232,6869.63,288,not_neg,not_int,not_lpsm,598000,sb,pr,home,1u,6420,crif,884,cib,35-44,to_inst,67.97658863,south,direct,0,48,800-900
25672,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,3000,exp,876,cib,35-44,to_inst,70.43269231,north,direct,1,44,800-900
25673,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,206500,4.25,0.0715,3987.13,360,neg_amm,not_int,not_lpsm,268000,sb,pr,home,1u,4140,exp,665,cib,65-74,to_inst,77.05223881,north,direct,0,45,600-700
25674,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,2280,equi,628,exp,>74,to_inst,75.13586957,north,direct,1,39,600-700
25675,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,376500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,6540,equi,873,exp,55-64,to_inst,75.13586957,north,direct,1,39,800-900
25676,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,216500,4.375,0.2543,7225,360,not_neg,not_int,not_lpsm,278000,sb,pr,home,1u,3180,cib,860,exp,>74,to_inst,77.87769784,south,direct,0,31,800-900
25677,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,256500,4.75,0.3518,995.67,360,not_neg,not_int,not_lpsm,318000,sb,pr,home,1u,9060,exp,745,exp,35-44,not_inst,80.66037736,south,direct,0,24,700-800
25678,2019,cf,"sex not available",pre,type1,p1,l1,nopc,nob/c,636500,3.99,0.2684,0,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,7500,crif,501,exp,45-54,to_inst,95.28443114,south,direct,0,38,500-600
25679,2019,cf,joint,nopre,type3,p3,l1,nopc,nob/c,316500,3.125,-0.477,460.87,360,not_neg,not_int,not_lpsm,348000,sb,pr,home,1u,5400,exp,582,exp,>74,not_inst,90.94827586,north,direct,0,32,500-600
25680,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.4254,7696.25,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,10620,cib,716,exp,35-44,to_inst,75.65502183,south,direct,0,30,700-800
25681,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,156500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,238000,sb,pr,home,1u,1440,crif,884,cib,55-64,to_inst,65.75630252,south,direct,1,41,800-900
25682,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,106500,3.99,1.1785,3560,108,not_neg,int_only,not_lpsm,218000,sb,pr,home,1u,4500,cib,715,exp,>74,to_inst,48.85321101,south,direct,0,39,700-800
25683,2019,cf,male,pre,type2,p1,l1,nopc,b/c,186500,4.5,0.7381,1345,360,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,4800,exp,832,cib,55-64,to_inst,89.66346154,south,direct,0,40,800-900
25684,2019,ncf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,316500,3.99,-0.1666,179.04,360,not_neg,not_int,not_lpsm,548000,sb,pr,home,1u,3420,exp,818,cib,65-74,to_inst,57.75547445,south,direct,0,44,800-900
25685,2019,cf,"sex not available",nopre,type1,p1,l1,nopc,nob/c,166500,4.875,1.3206,3553,360,not_neg,not_int,not_lpsm,178000,sb,pr,home,1u,6660,crif,550,exp,25-34,to_inst,93.53932584,south,direct,0,41,500-600
25686,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,116500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,1140,equi,513,exp,45-54,to_inst,75.13586957,north,direct,1,39,500-600
25687,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,156500,3.99,0.3613,3265,360,not_neg,not_int,not_lpsm,1338000,sb,pr,home,1u,2760,exp,809,cib,>74,to_inst,11.69656203,north,direct,0,47,800-900
25688,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,296500,4.375,0.9356,4866.2,360,not_neg,not_int,not_lpsm,448000,sb,pr,home,1u,4260,exp,871,cib,55-64,to_inst,66.18303571,central,direct,0,49,800-900
25689,2019,cf,male,nopre,type2,p3,l1,nopc,b/c,106500,4.99,1.4675,1456.17,360,not_neg,not_int,not_lpsm,128000,sb,pr,home,1u,4920,exp,607,cib,55-64,to_inst,83.203125,north,direct,0,30,600-700
25690,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,486500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,668000,sb,pr,home,1u,4740,crif,797,cib,35-44,not_inst,72.82934132,north,direct,1,41,700-800
25691,2019,cf,joint,nopre,type1,p1,l1,nopc,nob/c,426500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1u,5340,cib,581,exp,35-44,not_inst,97.37442922,north,direct,1,59,500-600
25692,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,146500,4.75,0.2589,3831.25,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,2580,crif,528,cib,>74,to_inst,49.16107383,north,direct,0,36,500-600
25693,2019,cf,"sex not available",pre,type1,p4,l1,nopc,nob/c,506500,4.25,-0.0685,4000,360,not_neg,not_int,not_lpsm,538000,sb,pr,home,1u,9060,cib,803,exp,35-44,not_inst,94.14498141,south,direct,0,36,800-900
25694,2019,cf,"sex not available",pre,type3,p1,l1,nopc,nob/c,296500,4.375,-0.189,2900,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,7020,exp,534,cib,35-44,to_inst,99.4966443,south,direct,0,40,500-600
25695,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,3780,exp,732,exp,55-64,to_inst,87.06030151,central,direct,1,51,700-800
25696,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,236500,3.625,-0.0501,757.9,180,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,7320,crif,544,exp,25-34,not_inst,76.78571429,south,direct,0,30,500-600
25697,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,276500,3.875,0.2525,4852.75,360,not_neg,not_int,not_lpsm,378000,sb,pr,home,1u,7080,cib,639,exp,45-54,not_inst,73.14814815,north,direct,0,44,600-700
25698,2019,cf,male,pre,type2,p3,l1,nopc,b/c,336500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,2640,exp,590,cib,35-44,to_inst,84.54773869,south,direct,1,18,500-600
25699,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,346500,4.5,0.5387,4229.08,360,not_neg,not_int,not_lpsm,468000,sb,pr,home,1u,6360,exp,693,exp,25-34,to_inst,74.03846154,south,direct,0,46,600-700
25700,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,126500,3.99,0.5585,2818.75,360,not_neg,not_int,not_lpsm,218000,sb,pr,home,1u,3060,cib,727,exp,45-54,to_inst,58.02752294,north,direct,0,40,700-800
25701,2019,ncf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,816500,4.375,0.2828,13430,360,not_neg,not_int,not_lpsm,1028000,sb,pr,home,1u,12420,exp,876,cib,45-54,to_inst,79.42607004,south,direct,0,41,800-900
25702,2019,cf,male,nopre,type1,p1,l1,nopc,nob/c,666500,4.375,1.1129,2596.45,360,not_neg,not_int,not_lpsm,698000,sb,pr,home,1u,9120,crif,881,exp,35-44,not_inst,95.48710602,north,direct,0,43,800-900
25703,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,426500,3.5,-0.032,2073.52,360,not_neg,not_int,not_lpsm,578000,sb,ir,home,1u,10200,crif,694,exp,45-54,not_inst,73.78892734,north,direct,0,31,600-700
25704,2019,cf,joint,nopre,type2,p4,l1,nopc,b/c,596500,3.625,0.8443,0,360,not_neg,not_int,not_lpsm,608000,sb,pr,home,1u,5760,cib,844,exp,25-34,not_inst,98.10855263,north,direct,0,39,800-900
25705,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,286500,3.99,0.3873,5638,360,not_neg,int_only,not_lpsm,418000,sb,pr,home,1u,8100,exp,509,exp,55-64,to_inst,68.54066986,south,direct,0,28,500-600
25706,2019,cf,female,nopre,type1,p4,l2,nopc,nob/c,646500,4.18,0.0534,0,360,not_neg,not_int,not_lpsm,1258000,sb,pr,home,2u,8640,crif,765,cib,55-64,not_inst,51.39109698,south,direct,0,38,700-800
25707,2019,cf,male,nopre,type3,p3,l1,nopc,nob/c,236500,3.99,0.3915,2596.45,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,3960,cib,529,exp,45-54,to_inst,82.11805556,north,direct,0,42,500-600
25708,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,256500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1u,3120,exp,782,exp,45-54,to_inst,78.20121951,central,direct,1,51,700-800
25709,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,236500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,398000,sb,pr,home,1u,2220,exp,780,cib,55-64,to_inst,59.42211055,north-east,direct,1,37,700-800
25710,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,486500,3.625,-0.2497,194.56,360,not_neg,not_int,not_lpsm,658000,sb,pr,home,1u,5040,crif,890,exp,25-34,not_inst,73.93617021,north,direct,0,46,800-900
25711,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,486500,3.99,0.3904,2596.45,324,neg_amm,int_only,not_lpsm,418000,sb,pr,home,1u,6720,equi,867,exp,35-44,to_inst,75.13586957,south,direct,1,39,800-900
25712,2019,ncf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,416500,4.375,0.5083,6437.5,360,not_neg,not_int,not_lpsm,558000,sb,sr,home,1u,10140,cib,646,exp,55-64,to_inst,74.64157706,south,direct,0,47,600-700
25713,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,616500,3.75,0.2338,4597.5,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1u,9180,cib,541,exp,35-44,not_inst,89.60755814,south,direct,0,45,500-600
25714,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,186500,3.75,0.8243,3202.46,180,not_neg,not_int,not_lpsm,338000,sb,pr,home,1u,3900,exp,821,exp,55-64,to_inst,55.17751479,north,direct,0,37,800-900
25715,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,516500,4.75,0.445,0,360,not_neg,not_int,not_lpsm,698000,sb,ir,home,1u,15360,crif,732,cib,45-54,not_inst,73.99713467,south,direct,0,44,700-800
25716,2019,ncf,joint,pre,type2,p4,l1,nopc,b/c,656500,3.99,1.0016,0,360,not_neg,not_int,not_lpsm,688000,sb,pr,home,1u,5760,exp,568,exp,35-44,not_inst,95.42151163,north,direct,0,39,500-600
25717,2019,cf,joint,nopre,type1,p3,l1,nopc,nob/c,306500,3.75,-0.2,4850,360,not_neg,not_int,not_lpsm,528000,sb,pr,home,1u,6060,crif,849,exp,45-54,not_inst,58.04924242,north,direct,0,47,800-900
25718,2019,cf,"sex not available",pre,type1,p1,l1,nopc,nob/c,646500,4.125,-0.1564,0,360,not_neg,not_int,not_lpsm,1228000,sb,pr,home,1u,13200,cib,875,exp,45-54,to_inst,52.6465798,south,direct,0,37,800-900
25719,2019,cf,"sex not available",pre,type1,p1,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,4680,equi,780,exp,35-44,to_inst,75.13586957,south,direct,1,39,700-800
25720,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,4020,cib,858,cib,35-44,not_inst,49.16107383,north,direct,1,45,800-900
25721,2019,cf,"sex not available",nopre,type2,p1,l1,nopc,b/c,236500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,418000,sb,pr,home,1u,2460,equi,577,exp,35-44,to_inst,75.13586957,south,direct,1,39,500-600
25722,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,256500,4.56,0.0859,4669.89,360,not_neg,not_int,not_lpsm,328000,sb,pr,home,1u,9180,crif,787,exp,45-54,to_inst,78.20121951,south,direct,0,29,700-800
25723,2019,cf,male,pre,type1,p3,l1,nopc,nob/c,446500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,508000,sb,pr,home,1u,7980,cib,828,cib,45-54,to_inst,87.89370079,north,direct,1,45,800-900
25724,2019,cf,female,nopre,type3,p3,l1,nopc,nob/c,276500,4.125,0.0687,4173.65,360,not_neg,not_int,not_lpsm,558000,sb,pr,home,1u,2460,cib,561,cib,>74,to_inst,49.55197133,north,direct,0,52,500-600
25725,2019,cf,female,pre,type1,p1,l1,nopc,nob/c,256500,3.625,0.0135,1635,360,not_neg,not_int,not_lpsm,288000,sb,pr,home,1u,2700,cib,633,cib,45-54,not_inst,89.0625,north,direct,0,49,600-700
25726,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,486500,3.625,-0.25,0,360,not_neg,not_int,not_lpsm,938000,sb,pr,home,1u,22260,cib,771,exp,45-54,not_inst,51.86567164,north,direct,0,5,700-800
25727,2019,cf,"sex not available",nopre,type3,p4,l1,nopc,nob/c,406500,3.625,-0.0683,0,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,5760,crif,843,exp,25-34,to_inst,88.75545852,south,direct,0,39,800-900
25728,2019,cf,female,pre,type1,p4,l1,nopc,nob/c,116500,3.875,0.4882,3206.06,180,not_neg,not_int,not_lpsm,418000,sb,sr,home,1u,12360,cib,866,cib,55-64,to_inst,27.8708134,north,direct,0,21,800-900
25729,2019,cf,male,nopre,type1,p4,l1,nopc,nob/c,86500,3.875,1.4426,2931.87,180,not_neg,not_int,not_lpsm,128000,sb,pr,home,1u,3780,cib,688,cib,55-64,to_inst,67.578125,north,direct,0,44,600-700
25730,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,276500,3.99,0.3904,2596.45,312,not_neg,not_int,not_lpsm,378000,sb,sr,home,1u,10380,crif,598,exp,45-54,to_inst,73.14814815,south,direct,1,19,500-600
25731,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,276500,4,0.1464,0,360,neg_amm,not_int,not_lpsm,338000,sb,pr,home,1u,9780,crif,627,exp,25-34,not_inst,81.80473373,south,direct,0,45,600-700
25732,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,376500,3.99,0.3904,2596.45,360,neg_amm,not_int,not_lpsm,1068000,sb,pr,home,1u,6000,cib,686,cib,65-74,to_inst,35.25280899,south,direct,1,36,600-700
25733,2019,cf,"sex not available",pre,type1,p3,l1,nopc,nob/c,196500,3.99,0.4387,6695,360,not_neg,not_int,not_lpsm,298000,sb,pr,home,1u,5880,cib,856,cib,55-64,to_inst,65.93959732,south,direct,0,26,800-900
25734,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,246500,4.375,0.048,1080.37,360,not_neg,not_int,not_lpsm,388000,sb,pr,home,1u,5160,cib,563,cib,55-64,not_inst,63.53092784,north,direct,0,32,500-600
25735,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,300,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,5340,crif,691,cib,35-44,to_inst,70.43269231,south,direct,1,20,600-700
25736,2019,cf,"sex not available",pre,type1,p4,l1,nopc,nob/c,326500,3.65,-0.2096,2596.45,360,not_neg,not_int,not_lpsm,718000,sb,pr,home,1u,10920,cib,899,cib,25-34,to_inst,45.4735376,south,direct,0,12,800-900
25737,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,176500,4.125,0.6034,3940.31,324,not_neg,not_int,not_lpsm,208000,sb,pr,home,1u,2700,cib,706,exp,35-44,to_inst,84.85576923,south,direct,0,41,700-800
25738,2019,cf,male,pre,type3,p3,l1,nopc,nob/c,146500,3.99,0.3904,2596.45,180,not_neg,not_int,not_lpsm,148000,sb,pr,home,1u,2220,exp,669,cib,55-64,to_inst,98.98648649,north,direct,1,59,600-700
25739,2019,cf,joint,nopre,type3,p1,l1,nopc,nob/c,376500,2.75,-0.6949,16593.75,360,not_neg,not_int,not_lpsm,458000,sb,pr,home,1u,6480,cib,743,exp,65-74,to_inst,82.20524017,north,direct,0,50,700-800
25740,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,576500,5.75,1.3282,2163.66,360,neg_amm,not_int,not_lpsm,738000,sb,pr,home,1u,9780,crif,843,cib,55-64,to_inst,78.11653117,north,direct,0,33,800-900
25741,2019,cf,male,nopre,type1,p3,l1,nopc,nob/c,236500,4.75,0.609,4700,360,not_neg,not_int,not_lpsm,308000,sb,pr,home,1u,7020,cib,803,exp,45-54,to_inst,76.78571429,south,direct,0,20,800-900
25742,2019,cf,joint,pre,type2,p4,l1,nopc,b/c,306500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,418000,sb,pr,home,1u,0,equi,697,exp,>74,to_inst,75.13586957,north,direct,1,39,600-700
25743,2019,cf,joint,pre,type1,p4,l1,nopc,nob/c,576500,4.25,-0.1782,0,360,not_neg,not_int,not_lpsm,828000,sb,pr,home,1u,6900,exp,609,exp,55-64,not_inst,69.62560386,north,direct,0,44,600-700
25744,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,576500,4.5,0.2927,6104.9,360,not_neg,not_int,not_lpsm,768000,sb,pr,home,1u,5220,exp,713,cib,55-64,not_inst,75.06510417,north,direct,0,49,700-800
25745,2019,cf,female,nopre,type1,p4,l1,nopc,nob/c,346500,3.25,-0.5052,0,276,not_neg,not_int,not_lpsm,1008000,sb,pr,home,1u,5760,crif,632,cib,55-64,to_inst,34.375,north,direct,0,21,600-700
25746,2019,cf,male,pre,type1,p1,l1,nopc,nob/c,446500,4.99,0.5055,0,360,neg_amm,not_int,not_lpsm,1088000,sb,ir,home,1u,9240,exp,869,cib,55-64,not_inst,41.03860294,south,direct,0,43,800-900
25747,2019,cf,"sex not available",nopre,type1,p3,l1,nopc,nob/c,286500,4.125,0.0023,5831.95,360,not_neg,not_int,not_lpsm,438000,sb,pr,home,1u,10020,cib,865,cib,35-44,to_inst,65.4109589,south,direct,0,25,800-900
25748,2019,cf,female,nopre,type1,p3,l1,nopc,nob/c,266500,3.375,-0.1506,1134.02,360,not_neg,not_int,not_lpsm,358000,sb,pr,home,1u,3120,exp,846,cib,25-34,not_inst,74.44134078,north,direct,0,57,800-900
25749,2019,cf,joint,nopre,type1,p4,l1,nopc,nob/c,436500,4.18,0.1529,2590.4,360,not_neg,not_int,not_lpsm,578000,sb,pr,home,1u,6960,exp,632,exp,35-44,not_inst,75.51903114,north,direct,0,46,600-700
25750,2019,cf,"sex not available",nopre,type1,p4,l1,nopc,nob/c,86500,3.99,0.3904,2596.45,360,not_neg,not_int,not_lpsm,138000,sb,ir,home,1u,6960,cib,852,exp,25-34,to_inst,62.68115942,south,direct,1,49,800-900
